2019-08-05 17:07:16.9324 | Info  | 正面--E:\OCR\API\d6f3c8d90838473eb975c18db1463a72/正面.jpg 
2019-08-05 17:07:17.0123 | Info  | a1 
2019-08-05 17:07:17.1060 | Info  | a2 
2019-08-05 17:07:17.1611 | Info  | a3 
2019-08-05 17:07:17.1938 | Info  | a4 
2019-08-05 17:07:17.2206 | Info  | a5 
2019-08-05 17:07:17.2295 | Info  | a6 
2019-08-05 17:07:17.2533 | Info  | a7 
2019-08-05 17:07:17.2637 | Info  | a8 
2019-08-05 17:07:17.2781 | Info  | a9 
2019-08-05 17:07:17.2781 | Info  | 寻找证件号区域 w:33.94059 ;h:270.0541 ;center:{X=304.0013, Y=323.7823} ;angle:-89.66296 ;==================== 
2019-08-05 17:07:17.2781 | Info  | 寻找证件号区域 w:33.94059 ;h:270.0541 ;center:{X=304.0013, Y=323.7823} ;angle:-89.66296 ;==================== 
2019-08-05 17:07:17.2895 | Info  | a10 
2019-08-05 17:07:17.2895 | Info  | 疑似身份证号码区域个数：2 
2019-08-05 17:07:17.2895 | Info  | 矩阵:{X=304.0013, Y=323.7823}; 270.0541; 33.94059 
2019-08-05 17:07:17.2895 | Info  | 偏移角度:0.3370377 
2019-08-05 17:07:17.8624 | Info  | ocredText:东11521199305091917
 
2019-08-05 17:07:18.1005 | Info  | ocredText:411521199305091917
 
2019-08-05 17:07:18.1005 | Info  | 已执行完身份证号码读取:东11521199305091917/411521199305091917 
2019-08-05 17:07:18.5459 | Info  | ocredText:-河南省罗山县着张镇郑注
 
2019-08-05 17:07:18.5459 | Info  | 已执行完籍贯地址读取:河南省罗山县着张镇郑注 
2019-08-05 17:07:18.8331 | Info  | ocredText:陈 坤
 
2019-08-05 17:07:18.8331 | Info  | 已执行完姓名读取:陈坤 
2019-08-05 17:07:18.9580 | Info  | result:{"Name":"陈坤","Sex":"男","Nation":null,"BirthDay":"1993年05月09日","Address":"河南省罗山县着张镇郑注","IdentityNumber":"411521199305091917","ValidityDate":null,"Institution":null} 
2019-08-05 17:07:18.9580 | Info  | 背面--E:\OCR\API\d6f3c8d90838473eb975c18db1463a72/背面.jpg 
2019-08-05 17:07:25.3088 | Info  | b1 
2019-08-05 17:07:25.7299 | Info  | b2 
